,From Bank,To Bank,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
4373,115216,115216,23.79,US Dollar,23.79,US Dollar,Reinvestment,0
4374,7082,29867,92444.37,Yuan,92444.37,Yuan,ACH,0
4375,42234,143476,4001.28,Australian Dollar,4001.28,Australian Dollar,Cheque,0
4376,33219,243494,3836.34,US Dollar,3836.34,US Dollar,ACH,1
4377,22124,226624,18362.79,US Dollar,18362.79,US Dollar,Cash,0
4378,21444,215820,11480.22,Euro,11480.22,Euro,Cash,0
4379,70,42004,0.22,Australian Dollar,0.22,Australian Dollar,Cash,1
4380,136424,136606,205443.18,Canadian Dollar,205443.18,Canadian Dollar,Cheque,0
4381,70,112,35.22,Swiss Franc,35.22,Swiss Franc,Cash,0
4382,21444,14851,187.34,Euro,187.34,Euro,ACH,1
4383,70,237640,7035.52,US Dollar,7035.52,US Dollar,Credit Card,0
4384,70,59704,8412249.28,Shekel,8412249.28,Shekel,Cheque,1
4385,70,117916,188264.07,US Dollar,188264.07,US Dollar,Cheque,1
4386,27387,130803,7030.38,Euro,7030.38,Euro,Credit Card,0
4387,2545,21260,14.19,US Dollar,14.19,US Dollar,Cash,0
4388,70,12274,235.15,Euro,235.15,Euro,Cheque,1
4389,10073,47365,133280.99,Yuan,133280.99,Yuan,Cheque,0
4390,21260,1126,15075.02,Euro,15075.02,Euro,ACH,1
4391,70,113213,69.84,US Dollar,69.84,US Dollar,Credit Card,1
4392,41019,241204,1025.6,Australian Dollar,1025.6,Australian Dollar,Credit Card,0
4393,225759,225759,104735.58,US Dollar,104735.58,US Dollar,Reinvestment,0
4394,130803,142342,23945.88,Australian Dollar,23945.88,Australian Dollar,ACH,1
4395,221100,20592,968.7,US Dollar,968.7,US Dollar,Credit Card,0
4396,235676,135933,6544.2,Canadian Dollar,6544.2,Canadian Dollar,ACH,1
4397,1126,3202,13505.95,US Dollar,13505.95,US Dollar,ACH,1
4398,1390,12386,2419.91,Euro,2419.91,Euro,ACH,1
4399,215766,239632,141.86,US Dollar,141.86,US Dollar,ACH,0
4400,17768,15168,3434.37,Yuan,3434.37,Yuan,Cheque,0
4401,1720,423,157.55,Euro,157.55,Euro,Cheque,0
4402,217,66930,92801.25,Saudi Riyal,92801.25,Saudi Riyal,ACH,1
4403,10,235647,45640.49,Canadian Dollar,45640.49,Canadian Dollar,Cheque,0
4404,63834,163233,230.16,Saudi Riyal,230.16,Saudi Riyal,Credit Card,0
4405,210,50453,238928236.9,Brazil Real,238928236.9,Brazil Real,ACH,1
4406,115,164730,7267.98,Saudi Riyal,7267.98,Saudi Riyal,Credit Card,0
4407,12386,27436,2405.96,Euro,2405.96,Euro,ACH,1
4408,5621,110856,3109.21,US Dollar,3109.21,US Dollar,ACH,1
4409,110856,118681,18083.55,US Dollar,18083.55,US Dollar,Credit Card,0
4410,215239,212730,1925.9,US Dollar,1925.9,US Dollar,Credit Card,0
4411,70,29919,157.96,Euro,157.96,Euro,Credit Card,1
4412,70,8087,2658.23,Euro,2658.23,Euro,Cash,1
4413,3389,425,6205.87,Euro,6205.87,Euro,ACH,1
4414,14,45907,683.13,Mexican Peso,683.13,Mexican Peso,Credit Card,0
4415,11314,114948,813.56,Euro,813.56,Euro,Cheque,0
4416,110,110,459836.45,Australian Dollar,459836.45,Australian Dollar,ACH,0
4417,425,8087,74.84,Euro,74.84,Euro,Cheque,0
4418,148698,210,47871.08,Brazil Real,47871.08,Brazil Real,ACH,1
4419,1,3653,180.15,US Dollar,180.15,US Dollar,Credit Card,0
4420,250944,134085,3278.37,US Dollar,3278.37,US Dollar,ACH,1
4421,12055,8889,1283.26,Euro,1283.26,Euro,Cheque,0
4422,70,21260,17.2,US Dollar,17.2,US Dollar,Credit Card,1
4423,12202,229425,1391.6,Euro,1391.6,Euro,Cheque,0
4424,65528,264772,2858.45,Saudi Riyal,2858.45,Saudi Riyal,ACH,1
4425,135558,136136,9031.56,Canadian Dollar,9031.56,Canadian Dollar,ACH,1
4426,110593,5923,2517.61,Yuan,2517.61,Yuan,Cheque,0
4427,28102,47532,23429.2,US Dollar,23429.2,US Dollar,Credit Card,0
4428,70,266844,10975.34,Saudi Riyal,10975.34,Saudi Riyal,Cheque,1
4429,64057,164730,8993.55,Saudi Riyal,8993.55,Saudi Riyal,ACH,1
4430,15607,15400,3646.67,Euro,3646.67,Euro,ACH,1
4431,24677,123957,279764.75,Rupee,279764.75,Rupee,ACH,1
4432,15640,221284,1117.64,US Dollar,1117.64,US Dollar,ACH,1
4433,29900,29844,1369.03,Yuan,1369.03,Yuan,Cash,0
4434,70,220822,7982.06,US Dollar,7982.06,US Dollar,Cheque,1
4435,13243,5571,3944.78,US Dollar,3944.78,US Dollar,ACH,1
4436,247270,210472,970.96,US Dollar,970.96,US Dollar,Cheque,0
4437,1422,11495,17168.45,US Dollar,17168.45,US Dollar,ACH,1
4438,1776,12503,12454.14,Euro,12454.14,Euro,Cheque,0
4439,263025,163470,14.04,Saudi Riyal,14.04,Saudi Riyal,Credit Card,0
4440,260017,259164,40513.19,Shekel,40513.19,Shekel,Cheque,0
4441,70,12592,2144.89,US Dollar,2144.89,US Dollar,Cash,1
4442,23760,12,1226.85,US Dollar,1226.85,US Dollar,Credit Card,0
4443,234142,234142,107.92,UK Pound,107.92,UK Pound,Cheque,0
4444,354038,253379,36529.68,Swiss Franc,36529.68,Swiss Franc,ACH,0
4445,20,498,7523.93,Euro,7523.93,Euro,ACH,1
4446,35738,35738,3599.28,US Dollar,3599.28,US Dollar,Reinvestment,0
4447,12,211738,1313.66,Yuan,1313.66,Yuan,Credit Card,0
4448,225759,22432,79.08,US Dollar,79.08,US Dollar,ACH,0
4449,63587,63587,429.31,Saudi Riyal,429.31,Saudi Riyal,Reinvestment,0
4450,1217,20,2848.66,US Dollar,2848.66,US Dollar,ACH,1
4451,29592,23,202801.13,Yen,202801.13,Yen,Credit Card,0
4452,49096,151922,673.25,Brazil Real,673.25,Brazil Real,ACH,1
4453,14,14652,8588.82,Euro,8588.82,Euro,Credit Card,0
4454,362045,362045,1177.25,US Dollar,1177.25,US Dollar,Reinvestment,0
4455,152768,252477,11067.37,Swiss Franc,11067.37,Swiss Franc,ACH,0
4456,5383,19419,3586.27,Euro,3586.27,Euro,ACH,0
4457,138237,135925,5286.12,Canadian Dollar,5286.12,Canadian Dollar,ACH,1
4458,228595,24869,257920.86,Rupee,257920.86,Rupee,ACH,1
4459,11314,15763,2508.17,Euro,2508.17,Euro,Credit Card,0
4460,216492,212996,673.8,US Dollar,673.8,US Dollar,Cash,0
4461,1720,12055,150.51,Euro,150.51,Euro,Credit Card,0
4462,70,163233,1544.39,Saudi Riyal,1544.39,Saudi Riyal,Cheque,1
4463,117105,118293,169659.94,Euro,169659.94,Euro,ACH,0
4464,423,498,415.35,Euro,415.35,Euro,Credit Card,0
4465,157948,159167,721.01,Shekel,721.01,Shekel,Cheque,0
4466,1277,135650,33363.52,US Dollar,33363.52,US Dollar,ACH,1
4467,70,2293,2298.65,Euro,2298.65,Euro,Cheque,1
4468,3440,115771,1614.17,US Dollar,1614.17,US Dollar,Credit Card,0
4469,27,2692,7702.59,US Dollar,7702.59,US Dollar,ACH,1
4470,118314,145729,13367.64,US Dollar,13367.64,US Dollar,Credit Card,0
4471,29844,29867,30131.16,Yuan,30131.16,Yuan,ACH,1
4472,3,11,15918.54,US Dollar,15918.54,US Dollar,ACH,1
4473,10416,10416,25882.31,US Dollar,25882.31,US Dollar,Reinvestment,0
4474,22106,5571,3178.58,US Dollar,3178.58,US Dollar,ACH,1
4475,25,238312,7827.67,Rupee,7827.67,Rupee,Cheque,0
4476,6829,227006,2922.8,Euro,2922.8,Euro,ACH,1
4477,21444,1776,514.5,Euro,514.5,Euro,Credit Card,0
4478,531,224,7833.86,US Dollar,7833.86,US Dollar,ACH,1
4479,394,1768,15281.86,Euro,15281.86,Euro,ACH,1
4480,19836,117743,495475.13,Yen,495475.13,Yen,Credit Card,0
4481,22547,40104,3715.38,US Dollar,3715.38,US Dollar,Credit Card,0
4482,70,117916,2543.44,US Dollar,2543.44,US Dollar,Cheque,0
4483,114948,118763,19330.94,Euro,19330.94,Euro,Cheque,0
4484,7530,116299,146.76,Euro,146.76,Euro,Cheque,0
4485,18840,22547,742.76,US Dollar,742.76,US Dollar,ACH,1
4486,70,124273,4058.82,US Dollar,4058.82,US Dollar,Cheque,0
4487,11671,219782,3.58,US Dollar,3.58,US Dollar,Wire,0
4488,70,218303,1041.37,Euro,1041.37,Euro,Cheque,1
4489,169489,170412,6.705353,Bitcoin,6.705353,Bitcoin,Bitcoin,0
4490,70,258799,4412.94,Shekel,4412.94,Shekel,Credit Card,1
4491,13821,21260,219.58,US Dollar,219.58,US Dollar,ACH,0
4492,14640,15400,24533.32,Euro,24533.32,Euro,Credit Card,0
4493,11495,23,1069768.42,Yen,1069768.42,Yen,ACH,1
4494,22364,21547,6283.11,US Dollar,6283.11,US Dollar,ACH,1
4495,285,285,3287.07,Ruble,3287.07,Ruble,ACH,0
4496,28560,118293,13178.45,Euro,13178.45,Euro,Cheque,1
4497,12,9534,951.33,Yuan,951.33,Yuan,Cheque,0
4498,70,23848,2622.64,Euro,2622.64,Euro,Credit Card,1
4499,11495,11047,89.61,US Dollar,89.61,US Dollar,Cheque,0
4500,115943,5687,2931.08,US Dollar,2931.08,US Dollar,ACH,1
4501,110522,14057,16471.79,Yuan,16471.79,Yuan,Cheque,0
4502,14162,232406,128.34,US Dollar,128.34,US Dollar,Cheque,0
4503,70,21260,17.2,US Dollar,17.2,US Dollar,Credit Card,1
4504,423,425,2126.91,Euro,2126.91,Euro,ACH,1
4505,12386,12386,128874.62,Euro,128874.62,Euro,Reinvestment,0
4506,21566,2860,4813.54,US Dollar,4813.54,US Dollar,ACH,1
4507,15786,225862,1216.37,US Dollar,1216.37,US Dollar,ACH,1
4508,118,70949,0.329108,Bitcoin,0.329108,Bitcoin,Bitcoin,1
4509,14,1394,3459.3,US Dollar,3459.3,US Dollar,ACH,1
4510,23539,225784,232317.83,Rupee,232317.83,Rupee,ACH,1
4511,210,149034,891.54,Brazil Real,891.54,Brazil Real,Credit Card,0
4512,349,11701,19615.41,US Dollar,19615.41,US Dollar,ACH,1
4513,17256,261281,6980.96,US Dollar,6980.96,US Dollar,Cash,0
4514,115771,24317,2071.07,US Dollar,2071.07,US Dollar,ACH,1
4515,232523,232523,21.72,US Dollar,21.72,US Dollar,Reinvestment,0
4516,215187,151250,2522.55,US Dollar,2522.55,US Dollar,ACH,1
4517,1291,12,8515.97,US Dollar,8515.97,US Dollar,ACH,1
4518,119699,25520,168268.88,Rupee,168268.88,Rupee,ACH,1
4519,70,17579,211757.96,Yen,211757.96,Yen,Cash,1
4520,1394,20,256.57,US Dollar,256.57,US Dollar,ACH,1
4521,27,19,12982.35,Ruble,12982.35,Ruble,Cash,0
4522,5436,24029,3597.53,Euro,3597.53,Euro,ACH,1
4523,12274,18491,151.04,Euro,151.04,Euro,Credit Card,0
4524,29640,215557,261470.26,Yen,261470.26,Yen,ACH,1
4525,21547,11770,6581.95,US Dollar,6581.95,US Dollar,ACH,1
4526,5923,5923,218.46,US Dollar,1463.13,Yuan,ACH,0
4527,5206,5687,2127.53,US Dollar,2127.53,US Dollar,ACH,1
4528,18,21444,16804.21,Euro,16804.21,Euro,ACH,1
4529,7,133372,49782.95,UK Pound,49782.95,UK Pound,Cheque,0
4530,21876,3202,5193.97,US Dollar,5193.97,US Dollar,ACH,1
4531,3671,13125,36749.57,US Dollar,36749.57,US Dollar,Cheque,0
4532,1889,28932,37934995.55,US Dollar,37934995.55,US Dollar,Cash,0
4533,115332,22260,2972.18,Euro,2972.18,Euro,Cheque,0
4534,22031,11495,529.72,US Dollar,529.72,US Dollar,ACH,1
4535,70,255136,188.13,US Dollar,188.13,US Dollar,Cash,1
4536,114948,62783,619.93,Euro,619.93,Euro,ACH,1
4537,116,10,20868.75,Brazil Real,20868.75,Brazil Real,ACH,1
4538,14640,27868,1709.49,Euro,1709.49,Euro,Cheque,0
4539,70,1199,120482.55,Shekel,120482.55,Shekel,Cash,1
4540,1639,21876,6827.07,Euro,6827.07,Euro,ACH,1
4541,2368,220188,2258.93,US Dollar,2258.93,US Dollar,Credit Card,0
4542,144292,19629,1103.3,Euro,1103.3,Euro,ACH,1
4543,217087,12,1878018.36,Yen,1878018.36,Yen,Credit Card,0
4544,11,11,139649.18,Yuan,20850.63,US Dollar,ACH,0
4545,14,11,12136.89,US Dollar,12136.89,US Dollar,ACH,1
4546,70,19856,45684514.84,Yen,45684514.84,Yen,Cheque,1
4547,110164,10488,1882537.52,Yuan,1882537.52,Yuan,Wire,0
4548,19413,123260,362908.52,Rupee,362908.52,Rupee,ACH,1
4549,25242,268299,147.06,US Dollar,147.06,US Dollar,Wire,0
4550,23848,6269,1271.12,Euro,1271.12,Euro,ACH,1
4551,218303,218303,19.71,Euro,19.71,Euro,Reinvestment,0
4552,11314,8889,1610.14,Euro,1610.14,Euro,ACH,1
4553,1835,12386,16003.44,Euro,16003.44,Euro,ACH,1
4554,230733,63363,631.39,US Dollar,631.39,US Dollar,Cheque,0
4555,18270,21130,479.24,US Dollar,479.24,US Dollar,ACH,1
4556,64657,63834,923.1,Saudi Riyal,923.1,Saudi Riyal,ACH,1
4557,1595,8,15677.41,Canadian Dollar,15677.41,Canadian Dollar,ACH,1
4558,25304,25304,11.04,Euro,11.04,Euro,Reinvestment,0
4559,22224,127004,14346.39,Euro,14346.39,Euro,ACH,1
4560,133620,242580,1460.14,US Dollar,1460.14,US Dollar,ACH,1
4561,326771,70,9731.52,Rupee,9731.52,Rupee,Cash,0
4562,11,1231,15207.71,US Dollar,15207.71,US Dollar,ACH,1
4563,423,20,22259.34,US Dollar,22259.34,US Dollar,ACH,1
4564,70,214,0.027245,Bitcoin,0.027245,Bitcoin,Bitcoin,1
4565,19414,124304,105337.1,Rupee,105337.1,Rupee,Credit Card,0
4566,15400,214423,10379.74,Euro,10379.74,Euro,Credit Card,0
4567,22364,3440,5.41,US Dollar,5.41,US Dollar,ACH,0
4568,14851,12274,329.83,Euro,329.83,Euro,Cash,0
4569,11,11046,7592.25,US Dollar,7592.25,US Dollar,ACH,1
4570,0,214423,14036.0,Euro,14036.0,Euro,Credit Card,0
4571,70,127817,8893.35,Rupee,8893.35,Rupee,Cheque,1
4572,1776,1277,2635.14,US Dollar,2635.14,US Dollar,ACH,1
4573,70,157937,5.1,Shekel,5.1,Shekel,Cash,1
4574,215191,6045,3139.63,US Dollar,3139.63,US Dollar,ACH,1
4575,11,40989,14527.22,Australian Dollar,14527.22,Australian Dollar,Cheque,0
4576,253428,253721,1590.38,Swiss Franc,1590.38,Swiss Franc,Cheque,0
4577,214554,22661,1051.29,US Dollar,1051.29,US Dollar,ACH,1
4578,14162,219975,2672.67,US Dollar,2672.67,US Dollar,ACH,1
4579,70,6058,9924.95,Euro,9924.95,Euro,Cash,1
4580,21876,0,219.8,Euro,219.8,Euro,Credit Card,0
4581,20,11,11578.38,Euro,11578.38,Euro,ACH,1
4582,19,232125,10707.14,Ruble,10707.14,Ruble,Credit Card,0
4583,27,16934,3902.74,Euro,3902.74,Euro,ACH,1
4584,70,19589,338.64,US Dollar,338.64,US Dollar,Cheque,0
4585,141632,41335,3528.06,Australian Dollar,3528.06,Australian Dollar,ACH,1
4586,322533,113317,1106.08,US Dollar,1106.08,US Dollar,ACH,0
4587,1638,23,445170.67,Yen,445170.67,Yen,ACH,1
4588,70,233674,5535.34,UK Pound,5535.34,UK Pound,Cheque,1
4589,211362,220164,3322.55,Euro,3322.55,Euro,ACH,0
4590,5923,5923,199.99,US Dollar,1339.43,Yuan,ACH,0
4591,70,169671,0.071379,Bitcoin,0.071379,Bitcoin,Bitcoin,1
4592,40904,40989,86.15,Australian Dollar,86.15,Australian Dollar,Cheque,0
4593,70,15885,3326.03,Yuan,3326.03,Yuan,Cash,1
4594,25526,22106,1218.9,US Dollar,1218.9,US Dollar,Cheque,0
4595,29,7,507198.84,UK Pound,507198.84,UK Pound,Wire,0
4596,11,8,2506.79,Canadian Dollar,2506.79,Canadian Dollar,ACH,1
4597,164730,66761,16040.03,Saudi Riyal,16040.03,Saudi Riyal,ACH,1
4598,12,425,13549.66,Euro,13549.66,Euro,ACH,1
4599,70,213734,1265.02,Yuan,1265.02,Yuan,Credit Card,1
4600,149805,149453,283467.27,Brazil Real,283467.27,Brazil Real,ACH,0
4601,24027,6971,128.11,Euro,128.11,Euro,Cheque,0
4602,14133,136009,4749.34,Canadian Dollar,4749.34,Canadian Dollar,ACH,1
4603,1217,498,971295.01,Euro,971295.01,Euro,ACH,1
4604,29448,26179,1183.82,US Dollar,1183.82,US Dollar,ACH,1
4605,14,11,6549.44,US Dollar,6549.44,US Dollar,ACH,1
4606,349,1835,6980.43,Euro,6980.43,Euro,ACH,1
4607,15168,112659,29098.85,Yuan,29098.85,Yuan,ACH,1
4608,71172,170412,0.037153,Bitcoin,0.037153,Bitcoin,Bitcoin,0
4609,5033,262844,78.04,US Dollar,78.04,US Dollar,ACH,0
4610,3500,3202,4050.98,US Dollar,4050.98,US Dollar,ACH,1
4611,154228,154007,2519.52,Swiss Franc,2519.52,Swiss Franc,ACH,1
4612,137519,29154,2779.37,Euro,2779.37,Euro,ACH,1
4613,359094,59642,766.76,Shekel,766.76,Shekel,Wire,0
4614,1776,11,16694.46,Euro,16694.46,Euro,ACH,1
4615,1217,224,2230.34,US Dollar,2230.34,US Dollar,ACH,1
4616,285,16,20945578.85,Ruble,20945578.85,Ruble,Cheque,0
4617,226851,239440,240.75,US Dollar,240.75,US Dollar,Cheque,0
4618,1110,11255,8452.95,US Dollar,8452.95,US Dollar,ACH,1
4619,12503,1,9282.95,US Dollar,9282.95,US Dollar,ACH,1
4620,70,12204,3500.19,US Dollar,3500.19,US Dollar,Cheque,1
4621,40989,41019,2979.66,Australian Dollar,2979.66,Australian Dollar,ACH,1
4622,214554,236190,4244.97,Euro,4244.97,Euro,ACH,1
4623,150730,249331,21901.14,Brazil Real,21901.14,Brazil Real,ACH,1
4624,27,27425,4902.23,Yuan,4902.23,Yuan,ACH,0
4625,21393,130821,121483.44,US Dollar,121483.44,US Dollar,Cash,0
4626,17,238058,7571.84,Canadian Dollar,7571.84,Canadian Dollar,ACH,1
4627,70,11756,4287.72,Yuan,4287.72,Yuan,Credit Card,1
4628,224,3597,112115.58,US Dollar,112115.58,US Dollar,Cash,0
4629,116186,116186,15596.95,Euro,15596.95,Euro,Reinvestment,0
4630,28625,24317,3304.66,US Dollar,3304.66,US Dollar,ACH,1
4631,70,18747,15.97,US Dollar,15.97,US Dollar,Cash,1
4632,3,600,1648.53,Euro,1648.53,Euro,ACH,1
4633,70,229619,73528.82,US Dollar,73528.82,US Dollar,Cash,1
4634,5383,21876,42.83,Euro,42.83,Euro,ACH,0
4635,70,19,5355.42,Ruble,5355.42,Ruble,Cheque,0
4636,70,217,9204.26,Saudi Riyal,9204.26,Saudi Riyal,Cash,0
4637,17096,117912,342772.8,Yen,342772.8,Yen,ACH,1
4638,116914,117960,9464.48,Yen,9464.48,Yen,Cheque,0
4639,20,425,45507467.35,Euro,45507467.35,Euro,ACH,1
4640,8801,115943,4039.65,US Dollar,4039.65,US Dollar,ACH,1
4641,70,41916,62.38,Australian Dollar,62.38,Australian Dollar,Credit Card,1
4642,70,248575,1249.3,Brazil Real,1249.3,Brazil Real,Credit Card,1
4643,220270,164377,210.91,Euro,210.91,Euro,Cheque,0
4644,70,136311,145.73,Canadian Dollar,145.73,Canadian Dollar,Credit Card,0
4645,214867,220188,280740.03,US Dollar,280740.03,US Dollar,ACH,0
4646,70,498,1547.26,Euro,1547.26,Euro,Cheque,1
4647,1768,24455,889.71,Euro,889.71,Euro,Credit Card,0
4648,19970,110265,14007.3,Yuan,14007.3,Yuan,Credit Card,0
4649,323873,23809,0.01,Rupee,0.01,Rupee,Cheque,0
4650,24643,1835,15508.46,Euro,15508.46,Euro,ACH,1
4651,70,259555,2643.57,Shekel,2643.57,Shekel,Cheque,1
4652,231422,0,3524.12,Euro,3524.12,Euro,ACH,1
4653,531,1231,6093.53,US Dollar,6093.53,US Dollar,ACH,1
4654,18493,2692,3945.04,US Dollar,3945.04,US Dollar,ACH,1
4655,21876,211362,408.31,Euro,408.31,Euro,Cheque,0
4656,70,20,0.023028,Bitcoin,0.023028,Bitcoin,Bitcoin,0
4657,11265,4187,39.99,US Dollar,39.99,US Dollar,ACH,0
4658,29572,18,69997.61,Yen,69997.61,Yen,Cheque,0
4659,18076,123440,211.91,Euro,211.91,Euro,Cash,0
4660,333737,233064,140.28,UK Pound,140.28,UK Pound,ACH,0
4661,71528,72474,0.264981,Bitcoin,0.264981,Bitcoin,Bitcoin,1
4662,349,1639,7.59,US Dollar,7.59,US Dollar,Cheque,0
4663,170727,174291,0.081308,Bitcoin,0.081308,Bitcoin,Bitcoin,0
4664,70,22661,70831.64,US Dollar,70831.64,US Dollar,Cash,1
4665,124222,5571,644.83,US Dollar,644.83,US Dollar,ACH,1
4666,70,69465,0.076276,Bitcoin,0.076276,Bitcoin,Bitcoin,0
4667,172057,11,2315.2,Euro,2315.2,Euro,ACH,1
4668,1217,21414,5360.44,US Dollar,5360.44,US Dollar,ACH,1
4669,14652,25384,54234.76,Euro,54234.76,Euro,Cheque,0
4670,349,15331,21644.7,US Dollar,21644.7,US Dollar,Cheque,0
4671,28168,22224,1311.76,US Dollar,1311.76,US Dollar,Credit Card,0
4672,9976,8997,1303.8,Yuan,1303.8,Yuan,Credit Card,0
4673,14,1422,13965.85,US Dollar,13965.85,US Dollar,ACH,1
4674,1291,224,773.52,US Dollar,773.52,US Dollar,Cheque,0
4675,111913,24317,149.11,US Dollar,149.11,US Dollar,Cheque,0
4676,70,12,2226.97,US Dollar,2226.97,US Dollar,Cheque,1
4677,70,143476,4565.07,Australian Dollar,4565.07,Australian Dollar,Cheque,1
4678,21828,16456,28492.81,US Dollar,28492.81,US Dollar,ACH,1
4679,425,11,48.5,Euro,48.5,Euro,Credit Card,0
4680,70,6681,216.24,Euro,216.24,Euro,Cash,1
4681,5724,5981,1081.45,Euro,1081.45,Euro,ACH,1
4682,22224,22224,103578.74,US Dollar,103578.74,US Dollar,Reinvestment,0
4683,3202,122967,121.9,US Dollar,121.9,US Dollar,ACH,0
4684,70,110851,49.19,Euro,49.19,Euro,Cheque,1
4685,600,24027,14960.94,Euro,14960.94,Euro,Cheque,0
4686,22661,119973,14838.25,US Dollar,14838.25,US Dollar,Credit Card,0
4687,70,3653,8744.55,US Dollar,8744.55,US Dollar,Credit Card,1
4688,23,1126,13775.6,Euro,13775.6,Euro,ACH,1
4689,248756,11,19155.34,Brazil Real,19155.34,Brazil Real,ACH,1
4690,70,8,323.52,Canadian Dollar,323.52,Canadian Dollar,Cheque,1
4691,70,133915,19142.81,Euro,19142.81,Euro,Credit Card,1
4692,12055,17036,3021.79,Euro,3021.79,Euro,ACH,1
4693,12274,5294,70.35,Euro,70.35,Euro,Cheque,0
4694,70,11437,2074.71,Euro,2074.71,Euro,Cheque,0
4695,163470,163470,1281.87,Saudi Riyal,1281.87,Saudi Riyal,Reinvestment,0
4696,14851,247009,3484.47,Euro,3484.47,Euro,Cheque,0
4697,1120,1,1253595.38,US Dollar,1253595.38,US Dollar,ACH,0
4698,1217,20,9670.66,Euro,9670.66,Euro,ACH,1
4699,117694,257989,542.42,US Dollar,542.42,US Dollar,Cheque,0
4700,3202,22364,1966.58,US Dollar,1966.58,US Dollar,Cheque,0
4701,70,18,22144.32,Yen,22144.32,Yen,Cheque,1
4702,70,69521,0.027945,Bitcoin,0.027945,Bitcoin,Bitcoin,1
4703,1217,11047,2224.49,US Dollar,2224.49,US Dollar,ACH,1
4704,70,114954,1496.66,US Dollar,1496.66,US Dollar,Credit Card,1
4705,238457,138809,4585.25,Canadian Dollar,4585.25,Canadian Dollar,ACH,1
4706,70,22364,67.58,US Dollar,67.58,US Dollar,Cash,0
4707,12,1120,5743.83,US Dollar,5743.83,US Dollar,ACH,1
4708,21876,22129,16322.8,US Dollar,16322.8,US Dollar,ACH,1
4709,112357,7522,1857.38,Euro,1857.38,Euro,ACH,1
4710,115216,21414,21440763.97,US Dollar,21440763.97,US Dollar,ACH,1
4711,234680,234680,8.45,US Dollar,8.45,US Dollar,Reinvestment,0
4712,11314,11314,2378.39,Euro,2378.39,Euro,ACH,1
4713,136393,236628,1755.72,US Dollar,1755.72,US Dollar,ACH,1
4714,3671,22031,320.93,US Dollar,320.93,US Dollar,ACH,1
4715,5571,11661,869.68,US Dollar,869.68,US Dollar,Credit Card,0
4716,1422,126688,97.05,US Dollar,97.05,US Dollar,Credit Card,0
4717,11770,233345,34.46,US Dollar,34.46,US Dollar,Cheque,0
4718,70,157948,9705.39,Shekel,9705.39,Shekel,Cash,0
4719,63834,216,18534.09,Saudi Riyal,18534.09,Saudi Riyal,ACH,1
4720,48087,54622,34.69,Euro,34.69,Euro,Cheque,0
4721,17213,5923,10266.26,Yuan,10266.26,Yuan,ACH,1
4722,70,19521,2269.21,Yuan,2269.21,Yuan,Cheque,1
4723,1595,256511,1539.44,Euro,1539.44,Euro,Cheque,0
4724,74785,70846,0.020133,Bitcoin,0.020133,Bitcoin,Bitcoin,1
4725,144089,6971,1242.0,Euro,1242.0,Euro,ACH,1
4726,12,112857,81567.0,Yuan,81567.0,Yuan,Credit Card,0
4727,19589,213123,89.01,US Dollar,89.01,US Dollar,Credit Card,0
4728,70,13395,10073.02,US Dollar,10073.02,US Dollar,Cheque,0
4729,70,73607,0.049324,Bitcoin,0.049324,Bitcoin,Bitcoin,1
4730,70,22086,1921.32,US Dollar,1921.32,US Dollar,Cheque,1
4731,21438,21438,1451.5,US Dollar,1451.5,US Dollar,Reinvestment,0
4732,11701,22661,6674.37,US Dollar,6674.37,US Dollar,Credit Card,0
4733,8087,130803,58492.28,Euro,58492.28,Euro,Cheque,0
4734,13354,113002,219.67,US Dollar,219.67,US Dollar,ACH,1
4735,20,20,179947.87,US Dollar,179947.87,US Dollar,Reinvestment,0
4736,11968,21316,3144.96,Euro,3144.96,Euro,ACH,1
4737,2557,7522,67.9,Euro,67.9,Euro,ACH,0
4738,22031,21414,1032.81,US Dollar,1032.81,US Dollar,ACH,1
4739,70,1595,566.5,Euro,566.5,Euro,Credit Card,1
4740,41126,15640,1664.0,US Dollar,1664.0,US Dollar,ACH,1
4741,23848,25384,336.85,Euro,336.85,Euro,Cheque,0
4742,14195,6090,86.83,Euro,86.83,Euro,ACH,0
4743,70,124503,7013.77,Rupee,7013.77,Rupee,Cash,1
4744,127530,15331,244.26,US Dollar,244.26,US Dollar,ACH,1
4745,215514,16679,3502.06,US Dollar,3502.06,US Dollar,ACH,1
4746,163470,163470,81.41,Saudi Riyal,81.41,Saudi Riyal,Reinvestment,0
4747,234142,35371,1131.82,UK Pound,1131.82,UK Pound,ACH,1
4748,70,33858,71.23,UK Pound,71.23,UK Pound,Credit Card,1
4749,12,14620,7668.34,Euro,7668.34,Euro,ACH,1
4750,63779,67606,8115.33,Saudi Riyal,8115.33,Saudi Riyal,ACH,1
4751,12,20,18248.93,US Dollar,18248.93,US Dollar,ACH,1
4752,600,131179,11428.81,Euro,11428.81,Euro,Cheque,0
4753,9856,21566,1976.05,US Dollar,1976.05,US Dollar,ACH,1
4754,23539,23809,132478.86,Rupee,132478.86,Rupee,ACH,1
4755,248957,10,27764.84,Brazil Real,27764.84,Brazil Real,ACH,1
4756,215278,21334,409793.55,Yen,409793.55,Yen,ACH,1
4757,21260,1835,7927.36,Euro,7927.36,Euro,ACH,1
4758,70,8318,148.38,US Dollar,148.38,US Dollar,Cheque,1
